,corr
Veggies^-3.0 *GenHlth^-2.0,
Veggies^-3.0 *MentHlth^-2.0,
Veggies^-3.0 *PhysHlth^-2.0,
Veggies^-3.0 *DiffWalk^-2.0,
Veggies^-3.0 *Sex^-2.0,
Veggies^-3.0 *Age^-2.0,
Veggies^-3.0 *Education^-2.0,
Veggies^-3.0 *Income^-2.0,
HvyAlcoholConsump^-3.0 *AnyHealthcare^-2.0,
HvyAlcoholConsump^-3.0 *NoDocbcCost^-2.0,
HvyAlcoholConsump^-3.0 *GenHlth^-2.0,
HvyAlcoholConsump^-3.0 *MentHlth^-2.0,
HvyAlcoholConsump^-3.0 *PhysHlth^-2.0,
HvyAlcoholConsump^-3.0 *DiffWalk^-2.0,
HvyAlcoholConsump^-3.0 *Sex^-2.0,
HvyAlcoholConsump^-3.0 *Age^-2.0,
HvyAlcoholConsump^-3.0 *Education^-2.0,
HvyAlcoholConsump^-3.0 *Income^-2.0,
AnyHealthcare^-3.0 *NoDocbcCost^-2.0,
AnyHealthcare^-3.0 *GenHlth^-2.0,
AnyHealthcare^-3.0 *MentHlth^-2.0,
AnyHealthcare^-3.0 *PhysHlth^-2.0,
AnyHealthcare^-3.0 *DiffWalk^-2.0,
AnyHealthcare^-3.0 *Sex^-2.0,
AnyHealthcare^-3.0 *Age^-2.0,
AnyHealthcare^-3.0 *Education^-2.0,
AnyHealthcare^-3.0 *Income^-2.0,
NoDocbcCost^-3.0 *GenHlth^-2.0,
NoDocbcCost^-3.0 *MentHlth^-2.0,
NoDocbcCost^-3.0 *PhysHlth^-2.0,
NoDocbcCost^-3.0 *DiffWalk^-2.0,
NoDocbcCost^-3.0 *Sex^-2.0,
NoDocbcCost^-3.0 *Age^-2.0,
NoDocbcCost^-3.0 *Education^-2.0,
NoDocbcCost^-3.0 *Income^-2.0,
GenHlth^-3.0 *MentHlth^-2.0,
GenHlth^-3.0 *PhysHlth^-2.0,
GenHlth^-3.0 *DiffWalk^-2.0,
GenHlth^-3.0 *Sex^-2.0,
GenHlth^-3.0 *Age^-2.0,-0.06945076775180971
GenHlth^-3.0 *Education^-2.0,-0.12688766085028408
GenHlth^-3.0 *Income^-2.0,-0.03522670855036658
MentHlth^-3.0 *PhysHlth^-2.0,
MentHlth^-3.0 *DiffWalk^-2.0,
MentHlth^-3.0 *Sex^-2.0,
MentHlth^-3.0 *Age^-2.0,
MentHlth^-3.0 *Education^-2.0,
MentHlth^-3.0 *Income^-2.0,
PhysHlth^-3.0 *DiffWalk^-2.0,
PhysHlth^-3.0 *Sex^-2.0,
PhysHlth^-3.0 *Age^-2.0,
PhysHlth^-3.0 *Education^-2.0,
PhysHlth^-3.0 *Income^-2.0,
DiffWalk^-3.0 *Sex^-2.0,
DiffWalk^-3.0 *Age^-2.0,
DiffWalk^-3.0 *Education^-2.0,
DiffWalk^-3.0 *Income^-2.0,
Sex^-3.0 *Age^-2.0,
Sex^-3.0 *Education^-2.0,
Sex^-3.0 *Income^-2.0,
Age^-3.0 *Education^-2.0,-0.05202342672886526
Age^-3.0 *Income^-2.0,-0.024997108419628152
Education^-3.0 *Income^-2.0,0.052508728134229514
HighBP^-3.0 *HighChol^-1.5,
HighBP^-3.0 *CholCheck^-1.5,
HighBP^-3.0 *BMI^-1.5,
HighBP^-3.0 *Smoker^-1.5,
HighBP^-3.0 *Stroke^-1.5,
HighBP^-3.0 *HeartDiseaseorAttack^-1.5,
HighBP^-3.0 *PhysActivity^-1.5,
HighBP^-3.0 *Fruits^-1.5,
HighBP^-3.0 *Veggies^-1.5,
HighBP^-3.0 *HvyAlcoholConsump^-1.5,
HighBP^-3.0 *AnyHealthcare^-1.5,
HighBP^-3.0 *NoDocbcCost^-1.5,
HighBP^-3.0 *GenHlth^-1.5,
HighBP^-3.0 *MentHlth^-1.5,
HighBP^-3.0 *PhysHlth^-1.5,
HighBP^-3.0 *DiffWalk^-1.5,
HighBP^-3.0 *Sex^-1.5,
HighBP^-3.0 *Age^-1.5,
HighBP^-3.0 *Education^-1.5,
HighBP^-3.0 *Income^-1.5,
HighChol^-3.0 *CholCheck^-1.5,
HighChol^-3.0 *BMI^-1.5,
HighChol^-3.0 *Smoker^-1.5,
HighChol^-3.0 *Stroke^-1.5,
HighChol^-3.0 *HeartDiseaseorAttack^-1.5,
HighChol^-3.0 *PhysActivity^-1.5,
HighChol^-3.0 *Fruits^-1.5,
HighChol^-3.0 *Veggies^-1.5,
HighChol^-3.0 *HvyAlcoholConsump^-1.5,
HighChol^-3.0 *AnyHealthcare^-1.5,
HighChol^-3.0 *NoDocbcCost^-1.5,
HighChol^-3.0 *GenHlth^-1.5,
HighChol^-3.0 *MentHlth^-1.5,
HighChol^-3.0 *PhysHlth^-1.5,
HighChol^-3.0 *DiffWalk^-1.5,
HighChol^-3.0 *Sex^-1.5,
HighChol^-3.0 *Age^-1.5,
HighChol^-3.0 *Education^-1.5,
HighChol^-3.0 *Income^-1.5,
CholCheck^-3.0 *BMI^-1.5,
CholCheck^-3.0 *Smoker^-1.5,
CholCheck^-3.0 *Stroke^-1.5,
CholCheck^-3.0 *HeartDiseaseorAttack^-1.5,
CholCheck^-3.0 *PhysActivity^-1.5,
CholCheck^-3.0 *Fruits^-1.5,
CholCheck^-3.0 *Veggies^-1.5,
CholCheck^-3.0 *HvyAlcoholConsump^-1.5,
CholCheck^-3.0 *AnyHealthcare^-1.5,
CholCheck^-3.0 *NoDocbcCost^-1.5,
CholCheck^-3.0 *GenHlth^-1.5,
CholCheck^-3.0 *MentHlth^-1.5,
CholCheck^-3.0 *PhysHlth^-1.5,
CholCheck^-3.0 *DiffWalk^-1.5,
CholCheck^-3.0 *Sex^-1.5,
CholCheck^-3.0 *Age^-1.5,
CholCheck^-3.0 *Education^-1.5,
CholCheck^-3.0 *Income^-1.5,
BMI^-3.0 *Smoker^-1.5,
BMI^-3.0 *Stroke^-1.5,
BMI^-3.0 *HeartDiseaseorAttack^-1.5,
BMI^-3.0 *PhysActivity^-1.5,
BMI^-3.0 *Fruits^-1.5,
BMI^-3.0 *Veggies^-1.5,
BMI^-3.0 *HvyAlcoholConsump^-1.5,
BMI^-3.0 *AnyHealthcare^-1.5,
BMI^-3.0 *NoDocbcCost^-1.5,
BMI^-3.0 *GenHlth^-1.5,-0.2122947695017333
BMI^-3.0 *MentHlth^-1.5,
BMI^-3.0 *PhysHlth^-1.5,
BMI^-3.0 *DiffWalk^-1.5,
BMI^-3.0 *Sex^-1.5,
BMI^-3.0 *Age^-1.5,-0.10725027716531182
BMI^-3.0 *Education^-1.5,-0.08292644903799125
BMI^-3.0 *Income^-1.5,0.00284856359398734
Smoker^-3.0 *Stroke^-1.5,
Smoker^-3.0 *HeartDiseaseorAttack^-1.5,
Smoker^-3.0 *PhysActivity^-1.5,
Smoker^-3.0 *Fruits^-1.5,
Smoker^-3.0 *Veggies^-1.5,
Smoker^-3.0 *HvyAlcoholConsump^-1.5,
Smoker^-3.0 *AnyHealthcare^-1.5,
Smoker^-3.0 *NoDocbcCost^-1.5,
Smoker^-3.0 *GenHlth^-1.5,
Smoker^-3.0 *MentHlth^-1.5,
Smoker^-3.0 *PhysHlth^-1.5,
Smoker^-3.0 *DiffWalk^-1.5,
Smoker^-3.0 *Sex^-1.5,
Smoker^-3.0 *Age^-1.5,
Smoker^-3.0 *Education^-1.5,
Smoker^-3.0 *Income^-1.5,
Stroke^-3.0 *HeartDiseaseorAttack^-1.5,
Stroke^-3.0 *PhysActivity^-1.5,
Stroke^-3.0 *Fruits^-1.5,
Stroke^-3.0 *Veggies^-1.5,
Stroke^-3.0 *HvyAlcoholConsump^-1.5,
Stroke^-3.0 *AnyHealthcare^-1.5,
Stroke^-3.0 *NoDocbcCost^-1.5,
Stroke^-3.0 *GenHlth^-1.5,
Stroke^-3.0 *MentHlth^-1.5,
Stroke^-3.0 *PhysHlth^-1.5,
Stroke^-3.0 *DiffWalk^-1.5,
Stroke^-3.0 *Sex^-1.5,
Stroke^-3.0 *Age^-1.5,
Stroke^-3.0 *Education^-1.5,
Stroke^-3.0 *Income^-1.5,
HeartDiseaseorAttack^-3.0 *PhysActivity^-1.5,
HeartDiseaseorAttack^-3.0 *Fruits^-1.5,
HeartDiseaseorAttack^-3.0 *Veggies^-1.5,
HeartDiseaseorAttack^-3.0 *HvyAlcoholConsump^-1.5,
HeartDiseaseorAttack^-3.0 *AnyHealthcare^-1.5,
HeartDiseaseorAttack^-3.0 *NoDocbcCost^-1.5,
HeartDiseaseorAttack^-3.0 *GenHlth^-1.5,
HeartDiseaseorAttack^-3.0 *MentHlth^-1.5,
HeartDiseaseorAttack^-3.0 *PhysHlth^-1.5,
HeartDiseaseorAttack^-3.0 *DiffWalk^-1.5,
HeartDiseaseorAttack^-3.0 *Sex^-1.5,
HeartDiseaseorAttack^-3.0 *Age^-1.5,
HeartDiseaseorAttack^-3.0 *Education^-1.5,
HeartDiseaseorAttack^-3.0 *Income^-1.5,
PhysActivity^-3.0 *Fruits^-1.5,
PhysActivity^-3.0 *Veggies^-1.5,
PhysActivity^-3.0 *HvyAlcoholConsump^-1.5,
PhysActivity^-3.0 *AnyHealthcare^-1.5,
PhysActivity^-3.0 *NoDocbcCost^-1.5,
PhysActivity^-3.0 *GenHlth^-1.5,
PhysActivity^-3.0 *MentHlth^-1.5,
PhysActivity^-3.0 *PhysHlth^-1.5,
PhysActivity^-3.0 *DiffWalk^-1.5,
PhysActivity^-3.0 *Sex^-1.5,
PhysActivity^-3.0 *Age^-1.5,
PhysActivity^-3.0 *Education^-1.5,
PhysActivity^-3.0 *Income^-1.5,
Fruits^-3.0 *Veggies^-1.5,
Fruits^-3.0 *HvyAlcoholConsump^-1.5,
Fruits^-3.0 *AnyHealthcare^-1.5,
Fruits^-3.0 *NoDocbcCost^-1.5,
Fruits^-3.0 *GenHlth^-1.5,
Fruits^-3.0 *MentHlth^-1.5,
Fruits^-3.0 *PhysHlth^-1.5,
Fruits^-3.0 *DiffWalk^-1.5,
Fruits^-3.0 *Sex^-1.5,
Fruits^-3.0 *Age^-1.5,
Fruits^-3.0 *Education^-1.5,
Fruits^-3.0 *Income^-1.5,
Veggies^-3.0 *HvyAlcoholConsump^-1.5,
Veggies^-3.0 *AnyHealthcare^-1.5,
Veggies^-3.0 *NoDocbcCost^-1.5,
Veggies^-3.0 *GenHlth^-1.5,
Veggies^-3.0 *MentHlth^-1.5,
Veggies^-3.0 *PhysHlth^-1.5,
Veggies^-3.0 *DiffWalk^-1.5,
Veggies^-3.0 *Sex^-1.5,
Veggies^-3.0 *Age^-1.5,
Veggies^-3.0 *Education^-1.5,
Veggies^-3.0 *Income^-1.5,
HvyAlcoholConsump^-3.0 *AnyHealthcare^-1.5,
HvyAlcoholConsump^-3.0 *NoDocbcCost^-1.5,
HvyAlcoholConsump^-3.0 *GenHlth^-1.5,
HvyAlcoholConsump^-3.0 *MentHlth^-1.5,
HvyAlcoholConsump^-3.0 *PhysHlth^-1.5,
HvyAlcoholConsump^-3.0 *DiffWalk^-1.5,
HvyAlcoholConsump^-3.0 *Sex^-1.5,
HvyAlcoholConsump^-3.0 *Age^-1.5,
HvyAlcoholConsump^-3.0 *Education^-1.5,
HvyAlcoholConsump^-3.0 *Income^-1.5,
AnyHealthcare^-3.0 *NoDocbcCost^-1.5,
AnyHealthcare^-3.0 *GenHlth^-1.5,
AnyHealthcare^-3.0 *MentHlth^-1.5,
AnyHealthcare^-3.0 *PhysHlth^-1.5,
AnyHealthcare^-3.0 *DiffWalk^-1.5,
AnyHealthcare^-3.0 *Sex^-1.5,
AnyHealthcare^-3.0 *Age^-1.5,
AnyHealthcare^-3.0 *Education^-1.5,
AnyHealthcare^-3.0 *Income^-1.5,
NoDocbcCost^-3.0 *GenHlth^-1.5,
NoDocbcCost^-3.0 *MentHlth^-1.5,
NoDocbcCost^-3.0 *PhysHlth^-1.5,
NoDocbcCost^-3.0 *DiffWalk^-1.5,
NoDocbcCost^-3.0 *Sex^-1.5,
NoDocbcCost^-3.0 *Age^-1.5,
NoDocbcCost^-3.0 *Education^-1.5,
NoDocbcCost^-3.0 *Income^-1.5,
GenHlth^-3.0 *MentHlth^-1.5,
GenHlth^-3.0 *PhysHlth^-1.5,
GenHlth^-3.0 *DiffWalk^-1.5,
GenHlth^-3.0 *Sex^-1.5,
GenHlth^-3.0 *Age^-1.5,-0.09607480379226525
GenHlth^-3.0 *Education^-1.5,-0.15351364250667376
GenHlth^-3.0 *Income^-1.5,-0.06720424005739813
MentHlth^-3.0 *PhysHlth^-1.5,
MentHlth^-3.0 *DiffWalk^-1.5,
MentHlth^-3.0 *Sex^-1.5,
MentHlth^-3.0 *Age^-1.5,
MentHlth^-3.0 *Education^-1.5,
MentHlth^-3.0 *Income^-1.5,
PhysHlth^-3.0 *DiffWalk^-1.5,
PhysHlth^-3.0 *Sex^-1.5,
PhysHlth^-3.0 *Age^-1.5,
PhysHlth^-3.0 *Education^-1.5,
PhysHlth^-3.0 *Income^-1.5,
DiffWalk^-3.0 *Sex^-1.5,
DiffWalk^-3.0 *Age^-1.5,
DiffWalk^-3.0 *Education^-1.5,
DiffWalk^-3.0 *Income^-1.5,
Sex^-3.0 *Age^-1.5,
Sex^-3.0 *Education^-1.5,
Sex^-3.0 *Income^-1.5,
Age^-3.0 *Education^-1.5,-0.06095890414224734
Age^-3.0 *Income^-1.5,-0.03322932080806055
Education^-3.0 *Income^-1.5,0.0580975499022956
HighBP^-3.0 *HighChol^-1.0,
HighBP^-3.0 *CholCheck^-1.0,
HighBP^-3.0 *BMI^-1.0,
HighBP^-3.0 *Smoker^-1.0,
HighBP^-3.0 *Stroke^-1.0,
HighBP^-3.0 *HeartDiseaseorAttack^-1.0,
HighBP^-3.0 *PhysActivity^-1.0,
HighBP^-3.0 *Fruits^-1.0,
HighBP^-3.0 *Veggies^-1.0,
HighBP^-3.0 *HvyAlcoholConsump^-1.0,
HighBP^-3.0 *AnyHealthcare^-1.0,
HighBP^-3.0 *NoDocbcCost^-1.0,
HighBP^-3.0 *GenHlth^-1.0,
HighBP^-3.0 *MentHlth^-1.0,
HighBP^-3.0 *PhysHlth^-1.0,
HighBP^-3.0 *DiffWalk^-1.0,
HighBP^-3.0 *Sex^-1.0,
HighBP^-3.0 *Age^-1.0,
HighBP^-3.0 *Education^-1.0,
HighBP^-3.0 *Income^-1.0,
HighChol^-3.0 *CholCheck^-1.0,
HighChol^-3.0 *BMI^-1.0,
HighChol^-3.0 *Smoker^-1.0,
HighChol^-3.0 *Stroke^-1.0,
HighChol^-3.0 *HeartDiseaseorAttack^-1.0,
HighChol^-3.0 *PhysActivity^-1.0,
HighChol^-3.0 *Fruits^-1.0,
HighChol^-3.0 *Veggies^-1.0,
HighChol^-3.0 *HvyAlcoholConsump^-1.0,
HighChol^-3.0 *AnyHealthcare^-1.0,
HighChol^-3.0 *NoDocbcCost^-1.0,
HighChol^-3.0 *GenHlth^-1.0,
HighChol^-3.0 *MentHlth^-1.0,
HighChol^-3.0 *PhysHlth^-1.0,
HighChol^-3.0 *DiffWalk^-1.0,
HighChol^-3.0 *Sex^-1.0,
HighChol^-3.0 *Age^-1.0,
HighChol^-3.0 *Education^-1.0,
HighChol^-3.0 *Income^-1.0,
CholCheck^-3.0 *BMI^-1.0,
CholCheck^-3.0 *Smoker^-1.0,
CholCheck^-3.0 *Stroke^-1.0,
CholCheck^-3.0 *HeartDiseaseorAttack^-1.0,
CholCheck^-3.0 *PhysActivity^-1.0,
CholCheck^-3.0 *Fruits^-1.0,
CholCheck^-3.0 *Veggies^-1.0,
CholCheck^-3.0 *HvyAlcoholConsump^-1.0,
CholCheck^-3.0 *AnyHealthcare^-1.0,
CholCheck^-3.0 *NoDocbcCost^-1.0,
CholCheck^-3.0 *GenHlth^-1.0,
CholCheck^-3.0 *MentHlth^-1.0,
CholCheck^-3.0 *PhysHlth^-1.0,
CholCheck^-3.0 *DiffWalk^-1.0,
CholCheck^-3.0 *Sex^-1.0,
CholCheck^-3.0 *Age^-1.0,
CholCheck^-3.0 *Education^-1.0,
CholCheck^-3.0 *Income^-1.0,
BMI^-3.0 *Smoker^-1.0,
BMI^-3.0 *Stroke^-1.0,
BMI^-3.0 *HeartDiseaseorAttack^-1.0,
BMI^-3.0 *PhysActivity^-1.0,
BMI^-3.0 *Fruits^-1.0,
BMI^-3.0 *Veggies^-1.0,
BMI^-3.0 *HvyAlcoholConsump^-1.0,
BMI^-3.0 *AnyHealthcare^-1.0,
BMI^-3.0 *NoDocbcCost^-1.0,
BMI^-3.0 *GenHlth^-1.0,-0.23074807431115743
BMI^-3.0 *MentHlth^-1.0,
BMI^-3.0 *PhysHlth^-1.0,
BMI^-3.0 *DiffWalk^-1.0,
BMI^-3.0 *Sex^-1.0,
BMI^-3.0 *Age^-1.0,-0.1501928015850511
BMI^-3.0 *Education^-1.0,-0.12920923102570744
BMI^-3.0 *Income^-1.0,-0.03344849205311625
Smoker^-3.0 *Stroke^-1.0,
Smoker^-3.0 *HeartDiseaseorAttack^-1.0,
Smoker^-3.0 *PhysActivity^-1.0,
Smoker^-3.0 *Fruits^-1.0,
Smoker^-3.0 *Veggies^-1.0,
Smoker^-3.0 *HvyAlcoholConsump^-1.0,
Smoker^-3.0 *AnyHealthcare^-1.0,
Smoker^-3.0 *NoDocbcCost^-1.0,
Smoker^-3.0 *GenHlth^-1.0,
Smoker^-3.0 *MentHlth^-1.0,
Smoker^-3.0 *PhysHlth^-1.0,
Smoker^-3.0 *DiffWalk^-1.0,
Smoker^-3.0 *Sex^-1.0,
Smoker^-3.0 *Age^-1.0,
Smoker^-3.0 *Education^-1.0,
Smoker^-3.0 *Income^-1.0,
Stroke^-3.0 *HeartDiseaseorAttack^-1.0,
Stroke^-3.0 *PhysActivity^-1.0,
Stroke^-3.0 *Fruits^-1.0,
Stroke^-3.0 *Veggies^-1.0,
Stroke^-3.0 *HvyAlcoholConsump^-1.0,
Stroke^-3.0 *AnyHealthcare^-1.0,
Stroke^-3.0 *NoDocbcCost^-1.0,
Stroke^-3.0 *GenHlth^-1.0,
Stroke^-3.0 *MentHlth^-1.0,
Stroke^-3.0 *PhysHlth^-1.0,
Stroke^-3.0 *DiffWalk^-1.0,
Stroke^-3.0 *Sex^-1.0,
Stroke^-3.0 *Age^-1.0,
Stroke^-3.0 *Education^-1.0,
Stroke^-3.0 *Income^-1.0,
HeartDiseaseorAttack^-3.0 *PhysActivity^-1.0,
HeartDiseaseorAttack^-3.0 *Fruits^-1.0,
HeartDiseaseorAttack^-3.0 *Veggies^-1.0,
HeartDiseaseorAttack^-3.0 *HvyAlcoholConsump^-1.0,
HeartDiseaseorAttack^-3.0 *AnyHealthcare^-1.0,
HeartDiseaseorAttack^-3.0 *NoDocbcCost^-1.0,
HeartDiseaseorAttack^-3.0 *GenHlth^-1.0,
HeartDiseaseorAttack^-3.0 *MentHlth^-1.0,
HeartDiseaseorAttack^-3.0 *PhysHlth^-1.0,
HeartDiseaseorAttack^-3.0 *DiffWalk^-1.0,
HeartDiseaseorAttack^-3.0 *Sex^-1.0,
HeartDiseaseorAttack^-3.0 *Age^-1.0,
HeartDiseaseorAttack^-3.0 *Education^-1.0,
HeartDiseaseorAttack^-3.0 *Income^-1.0,
PhysActivity^-3.0 *Fruits^-1.0,
PhysActivity^-3.0 *Veggies^-1.0,
PhysActivity^-3.0 *HvyAlcoholConsump^-1.0,
PhysActivity^-3.0 *AnyHealthcare^-1.0,
PhysActivity^-3.0 *NoDocbcCost^-1.0,
PhysActivity^-3.0 *GenHlth^-1.0,
PhysActivity^-3.0 *MentHlth^-1.0,
PhysActivity^-3.0 *PhysHlth^-1.0,
PhysActivity^-3.0 *DiffWalk^-1.0,
PhysActivity^-3.0 *Sex^-1.0,
PhysActivity^-3.0 *Age^-1.0,
PhysActivity^-3.0 *Education^-1.0,
PhysActivity^-3.0 *Income^-1.0,
Fruits^-3.0 *Veggies^-1.0,
Fruits^-3.0 *HvyAlcoholConsump^-1.0,
Fruits^-3.0 *AnyHealthcare^-1.0,
Fruits^-3.0 *NoDocbcCost^-1.0,
Fruits^-3.0 *GenHlth^-1.0,
Fruits^-3.0 *MentHlth^-1.0,
Fruits^-3.0 *PhysHlth^-1.0,
Fruits^-3.0 *DiffWalk^-1.0,
Fruits^-3.0 *Sex^-1.0,
Fruits^-3.0 *Age^-1.0,
Fruits^-3.0 *Education^-1.0,
Fruits^-3.0 *Income^-1.0,
Veggies^-3.0 *HvyAlcoholConsump^-1.0,
Veggies^-3.0 *AnyHealthcare^-1.0,
Veggies^-3.0 *NoDocbcCost^-1.0,
Veggies^-3.0 *GenHlth^-1.0,
Veggies^-3.0 *MentHlth^-1.0,
Veggies^-3.0 *PhysHlth^-1.0,
Veggies^-3.0 *DiffWalk^-1.0,
Veggies^-3.0 *Sex^-1.0,
Veggies^-3.0 *Age^-1.0,
Veggies^-3.0 *Education^-1.0,
Veggies^-3.0 *Income^-1.0,
HvyAlcoholConsump^-3.0 *AnyHealthcare^-1.0,
HvyAlcoholConsump^-3.0 *NoDocbcCost^-1.0,
HvyAlcoholConsump^-3.0 *GenHlth^-1.0,
HvyAlcoholConsump^-3.0 *MentHlth^-1.0,
HvyAlcoholConsump^-3.0 *PhysHlth^-1.0,
HvyAlcoholConsump^-3.0 *DiffWalk^-1.0,
HvyAlcoholConsump^-3.0 *Sex^-1.0,
HvyAlcoholConsump^-3.0 *Age^-1.0,
HvyAlcoholConsump^-3.0 *Education^-1.0,
HvyAlcoholConsump^-3.0 *Income^-1.0,
AnyHealthcare^-3.0 *NoDocbcCost^-1.0,
AnyHealthcare^-3.0 *GenHlth^-1.0,
AnyHealthcare^-3.0 *MentHlth^-1.0,
AnyHealthcare^-3.0 *PhysHlth^-1.0,
AnyHealthcare^-3.0 *DiffWalk^-1.0,
AnyHealthcare^-3.0 *Sex^-1.0,
AnyHealthcare^-3.0 *Age^-1.0,
AnyHealthcare^-3.0 *Education^-1.0,
AnyHealthcare^-3.0 *Income^-1.0,
NoDocbcCost^-3.0 *GenHlth^-1.0,
NoDocbcCost^-3.0 *MentHlth^-1.0,
NoDocbcCost^-3.0 *PhysHlth^-1.0,
NoDocbcCost^-3.0 *DiffWalk^-1.0,
NoDocbcCost^-3.0 *Sex^-1.0,
NoDocbcCost^-3.0 *Age^-1.0,
NoDocbcCost^-3.0 *Education^-1.0,
NoDocbcCost^-3.0 *Income^-1.0,
GenHlth^-3.0 *MentHlth^-1.0,
GenHlth^-3.0 *PhysHlth^-1.0,
GenHlth^-3.0 *DiffWalk^-1.0,
GenHlth^-3.0 *Sex^-1.0,
GenHlth^-3.0 *Age^-1.0,-0.13867705284404733
GenHlth^-3.0 *Education^-1.0,-0.16894783574854824
GenHlth^-3.0 *Income^-1.0,-0.12138048292026916
MentHlth^-3.0 *PhysHlth^-1.0,
MentHlth^-3.0 *DiffWalk^-1.0,
MentHlth^-3.0 *Sex^-1.0,
MentHlth^-3.0 *Age^-1.0,
MentHlth^-3.0 *Education^-1.0,
MentHlth^-3.0 *Income^-1.0,
PhysHlth^-3.0 *DiffWalk^-1.0,
PhysHlth^-3.0 *Sex^-1.0,
PhysHlth^-3.0 *Age^-1.0,
PhysHlth^-3.0 *Education^-1.0,
PhysHlth^-3.0 *Income^-1.0,
DiffWalk^-3.0 *Sex^-1.0,
DiffWalk^-3.0 *Age^-1.0,
DiffWalk^-3.0 *Education^-1.0,
DiffWalk^-3.0 *Income^-1.0,
Sex^-3.0 *Age^-1.0,
Sex^-3.0 *Education^-1.0,
Sex^-3.0 *Income^-1.0,
Age^-3.0 *Education^-1.0,-0.0656080132557253
Age^-3.0 *Income^-1.0,-0.04723366222504724
Education^-3.0 *Income^-1.0,0.06444616306466985
HighBP^-3.0 *HighChol^-0.5,
HighBP^-3.0 *CholCheck^-0.5,
HighBP^-3.0 *BMI^-0.5,
HighBP^-3.0 *Smoker^-0.5,
HighBP^-3.0 *Stroke^-0.5,
HighBP^-3.0 *HeartDiseaseorAttack^-0.5,
HighBP^-3.0 *PhysActivity^-0.5,
HighBP^-3.0 *Fruits^-0.5,
HighBP^-3.0 *Veggies^-0.5,
HighBP^-3.0 *HvyAlcoholConsump^-0.5,
HighBP^-3.0 *AnyHealthcare^-0.5,
HighBP^-3.0 *NoDocbcCost^-0.5,
HighBP^-3.0 *GenHlth^-0.5,
HighBP^-3.0 *MentHlth^-0.5,
HighBP^-3.0 *PhysHlth^-0.5,
HighBP^-3.0 *DiffWalk^-0.5,
HighBP^-3.0 *Sex^-0.5,
HighBP^-3.0 *Age^-0.5,
HighBP^-3.0 *Education^-0.5,
HighBP^-3.0 *Income^-0.5,
HighChol^-3.0 *CholCheck^-0.5,
HighChol^-3.0 *BMI^-0.5,
HighChol^-3.0 *Smoker^-0.5,
HighChol^-3.0 *Stroke^-0.5,
HighChol^-3.0 *HeartDiseaseorAttack^-0.5,
HighChol^-3.0 *PhysActivity^-0.5,
HighChol^-3.0 *Fruits^-0.5,
HighChol^-3.0 *Veggies^-0.5,
HighChol^-3.0 *HvyAlcoholConsump^-0.5,
HighChol^-3.0 *AnyHealthcare^-0.5,
HighChol^-3.0 *NoDocbcCost^-0.5,
HighChol^-3.0 *GenHlth^-0.5,
HighChol^-3.0 *MentHlth^-0.5,
HighChol^-3.0 *PhysHlth^-0.5,
HighChol^-3.0 *DiffWalk^-0.5,
HighChol^-3.0 *Sex^-0.5,
HighChol^-3.0 *Age^-0.5,
HighChol^-3.0 *Education^-0.5,
HighChol^-3.0 *Income^-0.5,
CholCheck^-3.0 *BMI^-0.5,
CholCheck^-3.0 *Smoker^-0.5,
CholCheck^-3.0 *Stroke^-0.5,
CholCheck^-3.0 *HeartDiseaseorAttack^-0.5,
CholCheck^-3.0 *PhysActivity^-0.5,
CholCheck^-3.0 *Fruits^-0.5,
CholCheck^-3.0 *Veggies^-0.5,
CholCheck^-3.0 *HvyAlcoholConsump^-0.5,
CholCheck^-3.0 *AnyHealthcare^-0.5,
CholCheck^-3.0 *NoDocbcCost^-0.5,
CholCheck^-3.0 *GenHlth^-0.5,
CholCheck^-3.0 *MentHlth^-0.5,
CholCheck^-3.0 *PhysHlth^-0.5,
CholCheck^-3.0 *DiffWalk^-0.5,
CholCheck^-3.0 *Sex^-0.5,
CholCheck^-3.0 *Age^-0.5,
CholCheck^-3.0 *Education^-0.5,
CholCheck^-3.0 *Income^-0.5,
BMI^-3.0 *Smoker^-0.5,
BMI^-3.0 *Stroke^-0.5,
BMI^-3.0 *HeartDiseaseorAttack^-0.5,
BMI^-3.0 *PhysActivity^-0.5,
BMI^-3.0 *Fruits^-0.5,
BMI^-3.0 *Veggies^-0.5,
BMI^-3.0 *HvyAlcoholConsump^-0.5,
BMI^-3.0 *AnyHealthcare^-0.5,
BMI^-3.0 *NoDocbcCost^-0.5,
BMI^-3.0 *GenHlth^-0.5,-0.23543518970465496
BMI^-3.0 *MentHlth^-0.5,
BMI^-3.0 *PhysHlth^-0.5,
BMI^-3.0 *DiffWalk^-0.5,
BMI^-3.0 *Sex^-0.5,
BMI^-3.0 *Age^-0.5,-0.20315020176750503
BMI^-3.0 *Education^-0.5,-0.16724092563638118
BMI^-3.0 *Income^-0.5,-0.1122171775847697
Smoker^-3.0 *Stroke^-0.5,
Smoker^-3.0 *HeartDiseaseorAttack^-0.5,
Smoker^-3.0 *PhysActivity^-0.5,
Smoker^-3.0 *Fruits^-0.5,
Smoker^-3.0 *Veggies^-0.5,
Smoker^-3.0 *HvyAlcoholConsump^-0.5,
Smoker^-3.0 *AnyHealthcare^-0.5,
Smoker^-3.0 *NoDocbcCost^-0.5,
Smoker^-3.0 *GenHlth^-0.5,
Smoker^-3.0 *MentHlth^-0.5,
Smoker^-3.0 *PhysHlth^-0.5,
